user,label
Train_12741,0
Train_12742,0
Train_12743,0
Train_12744,0
Train_12745,0
Train_12746,0
Train_12747,0
Train_12748,0
Train_12749,0
Train_12750,0
Train_12751,0
Train_12752,0
Train_12753,0
Train_12754,0
Train_12755,1
Train_12756,0
Train_12757,0
Train_12758,0
Train_12759,1
Train_12760,0
Train_12761,1
Train_12762,0
Train_12763,0
Train_12764,0
Train_12765,0
Train_12766,0
Train_12767,0
Train_12768,0
Train_12769,0
Train_12770,0
Train_12771,0
Train_12772,1
Train_12773,0
Train_12774,0
Train_12775,1
Train_12776,0
Train_12777,0
Train_12778,1
Train_12779,1
Train_12780,0
Train_12781,0
Train_12782,0
Train_12783,1
Train_12784,1
Train_12785,0
Train_12786,1
Train_12787,0
Train_12788,1
Train_12789,1
Train_12790,1
Train_12791,1
Train_12792,1
Train_12793,0
Train_12794,0
Train_12795,0
Train_12796,0
Train_12797,0
Train_12798,0
Train_12799,1
Train_12800,1
Train_12801,0
Train_12802,0
Train_12803,1
Train_12804,0
Train_12805,1
Train_12806,0
Train_12807,0
Train_12808,0
Train_12809,0
Train_12810,0
Train_12811,0
Train_12812,0
Train_12813,1
Train_12814,0
Train_12815,1
Train_12816,0
Train_12817,0
Train_12818,0
Train_12819,0
Train_12820,0
Train_12821,0
Train_12822,0
Train_12823,1
Train_12824,1
Train_12825,0
Train_12826,0
Train_12827,1
Train_12828,1
Train_12829,0
Train_12830,0
Train_12831,1
Train_12832,0
Train_12833,0
Train_12834,1
Train_12835,0
Train_12836,0
Train_12837,1
Train_12838,0
Train_12839,0
Train_12840,0
Train_12841,0
Train_12842,0
Train_12843,0
Train_12844,0
Train_12845,0
Train_12846,0
Train_12847,0
Train_12848,0
Train_12849,0
Train_12850,0
Train_12851,0
Train_12852,0
Train_12853,1
Train_12854,1
Train_12855,1
Train_12856,0
Train_12857,0
Train_12858,1
Train_12859,0
Train_12860,0
Train_12861,0
Train_12862,0
Train_12863,0
Train_12864,0
Train_12865,0
Train_12866,0
Train_12867,0
Train_12868,0
Train_12869,0
Train_12870,0
Train_12871,0
Train_12872,1
Train_12873,0
Train_12874,0
Train_12875,0
Train_12876,0
Train_12877,0
Train_12878,0
Train_12879,0
Train_12880,0
Train_12881,0
Train_12882,0
Train_12883,0
Train_12884,0
Train_12885,0
Train_12886,0
Train_12887,0
Train_12888,1
Train_12889,1
Train_12890,0
Train_12891,0
Train_12892,0
Train_12893,0
Train_12894,0
Train_12895,1
Train_12896,1
Train_12897,0
Train_12898,0
Train_12899,0
Train_12900,0
Train_12901,0
Train_12902,0
Train_12903,0
Train_12904,0
Train_12905,0
Train_12906,1
Train_12907,0
Train_12908,0
Train_12909,1
Train_12910,0
Train_12911,0
Train_12912,1
Train_12913,0
Train_12914,0
Train_12915,0
Train_12916,0
Train_12917,0
Train_12918,0
Train_12919,0
Train_12920,0
Train_12921,0
Train_12922,0
Train_12923,0
Train_12924,1
Train_12925,0
Train_12926,0
Train_12927,0
Train_12928,0
Train_12929,0
Train_12930,0
Train_12931,1
Train_12932,0
Train_12933,1
Train_12934,0
Train_12935,0
Train_12936,0
Train_12937,0
Train_12938,0
Train_12939,0
Train_12940,0
Train_12941,1
Train_12942,1
Train_12943,0
Train_12944,0
Train_12945,0
Train_12946,1
Train_12947,0
Train_12948,0
Train_12949,0
Train_12950,0
Train_12951,0
Train_12952,0
Train_12953,1
Train_12954,0
Train_12955,0
Train_12956,1
Train_12957,1
Train_12958,0
Train_12959,1
Train_12960,1
Train_12961,0
Train_12962,0
Train_12963,0
Train_12964,1
Train_12965,0
Train_12966,1
Train_12967,0
Train_12968,0
Train_12969,1
Train_12970,0
Train_12971,1
Train_12972,0
Train_12973,0
Train_12974,1
Train_12975,1
Train_12976,0
Train_12977,0
Train_12978,0
Train_12979,0
Train_12980,1
Train_12981,0
Train_12982,0
Train_12983,1
Train_12984,0
Train_12985,0
Train_12986,1
Train_12987,1
Train_12988,1
Train_12989,0
Train_12990,0
Train_12991,0
Train_12992,1
Train_12993,1
Train_12994,1
Train_12995,1
Train_12996,1
Train_12997,0
Train_12998,0
Train_12999,0
Train_13000,0
Train_13001,0
Train_13002,0
Train_13003,1
Train_13004,0
Train_13005,1
Train_13006,0
Train_13007,0
Train_13008,1
Train_13009,0
Train_13010,1
Train_13011,0
Train_13012,0
Train_13013,1
Train_13014,0
Train_13015,0
Train_13016,1
Train_13017,0
Train_13018,1
Train_13019,0
Train_13020,1
Train_13021,0
Train_13022,0
Train_13023,0
Train_13024,0
Train_13025,0
Train_13026,1
Train_13027,0
Train_13028,0
Train_13029,0
Train_13030,0
Train_13031,1
Train_13032,0
Train_13033,0
Train_13034,0
Train_13035,0
Train_13036,1
Train_13037,1
Train_13038,0
Train_13039,0
Train_13040,0
Train_13041,1
Train_13042,0
Train_13043,1
Train_13044,1
Train_13045,0
Train_13046,0
Train_13047,0
Train_13048,0
Train_13049,0
Train_13050,0
Train_13051,0
Train_13052,0
Train_13053,0
Train_13054,0
Train_13055,0
Train_13056,0
Train_13057,0
Train_13058,1
Train_13059,0
Train_13060,1
Train_13061,0
Train_13062,0
Train_13063,0
Train_13064,0
Train_13065,0
Train_13066,0
Train_13067,0
Train_13068,0
Train_13069,0
Train_13070,0
Train_13071,0
Train_13072,1
Train_13073,0
Train_13074,1
Train_13075,0
Train_13076,0
Train_13077,1
Train_13078,0
Train_13079,0
Train_13080,0
Train_13081,0
Train_13082,0
Train_13083,0
Train_13084,0
Train_13085,0
Train_13086,0
Train_13087,0
Train_13088,0
Train_13089,0
Train_13090,1
Train_13091,0
Train_13092,0
Train_13093,0
Train_13094,0
Train_13095,1
Train_13096,0
Train_13097,0
Train_13098,0
Train_13099,0
Train_13100,0
Train_13101,1
Train_13102,0
Train_13103,0
Train_13104,1
Train_13105,0
Train_13106,0
Train_13107,0
Train_13108,1
Train_13109,1
Train_13110,1
Train_13111,0
Train_13112,0
Train_13113,0
Train_13114,1
Train_13115,0
Train_13116,0
Train_13117,0
Train_13118,0
Train_13119,0
Train_13120,0
Train_13121,0
Train_13122,0
Train_13123,0
Train_13124,0
Train_13125,0
Train_13126,0
Train_13127,0
Train_13128,1
Train_13129,0
Train_13130,0
Train_13131,0
Train_13132,0
Train_13133,1
Train_13134,1
Train_13135,1
Train_13136,0
Train_13137,1
Train_13138,0
Train_13139,0
Train_13140,1
Train_13141,0
Train_13142,0
Train_13143,0
Train_13144,0
Train_13145,0
Train_13146,0
Train_13147,0
Train_13148,0
Train_13149,0
Train_13150,1
Train_13151,0
Train_13152,0
Train_13153,0
Train_13154,0
Train_13155,0
Train_13156,0
Train_13157,0
Train_13158,0
Train_13159,0
Train_13160,0
Train_13161,0
Train_13162,0
Train_13163,1
Train_13164,0
Train_13165,0
Train_13166,0
Train_13167,1
Train_13168,1
Train_13169,1
Train_13170,1
Train_13171,0
Train_13172,0
Train_13173,0
Train_13174,0
Train_13175,1
Train_13176,0
Train_13177,1
Train_13178,0
Train_13179,0
Train_13180,0
Train_13181,1
Train_13182,0
Train_13183,0
Train_13184,0
Train_13185,1
Train_13186,0
Train_13187,1
Train_13188,1
Train_13189,0
Train_13190,0
Train_13191,0
Train_13192,0
Train_13193,1
Train_13194,1
Train_13195,1
Train_13196,0
Train_13197,1
Train_13198,0
Train_13199,1
Train_13200,0
Train_13201,0
Train_13202,0
Train_13203,0
Train_13204,1
Train_13205,1
Train_13206,0
Train_13207,0
Train_13208,0
Train_13209,0
Train_13210,0
Train_13211,0
Train_13212,1
Train_13213,0
Train_13214,0
Train_13215,1
Train_13216,0
Train_13217,0
Train_13218,0
Train_13219,0
Train_13220,1
Train_13221,0
Train_13222,0
Train_13223,0
Train_13224,0
Train_13225,1
Train_13226,0
Train_13227,0
Train_13228,1
Train_13229,1
Train_13230,0
Train_13231,0
Train_13232,0
Train_13233,0
Train_13234,0
Train_13235,0
Train_13236,0
Train_13237,1
Train_13238,0
Train_13239,0
Train_13240,0
Train_13241,0
Train_13242,1
Train_13243,0
Train_13244,0
Train_13245,0
Train_13246,1
Train_13247,0
Train_13248,1
Train_13249,0
Train_13250,0
Train_13251,0
Train_13252,0
Train_13253,0
Train_13254,1
Train_13255,1
Train_13256,0
Train_13257,0
Train_13258,0
Train_13259,0
Train_13260,0
Train_13261,0
Train_13262,0
Train_13263,1
Train_13264,0
Train_13265,0
Train_13266,0
Train_13267,0
Train_13268,0
Train_13269,0
Train_13270,1
Train_13271,0
Train_13272,1
Train_13273,0
Train_13274,1
Train_13275,0
Train_13276,0
Train_13277,0
Train_13278,0
Train_13279,0
Train_13280,0
Train_13281,0
Train_13282,0
Train_13283,0
Train_13284,1
Train_13285,0
Train_13286,0
Train_13287,0
Train_13288,1
Train_13289,0
Train_13290,0
Train_13291,0
Train_13292,0
Train_13293,1
Train_13294,0
Train_13295,1
Train_13296,1
Train_13297,0
Train_13298,1
Train_13299,0
Train_13300,1
Train_13301,0
Train_13302,0
Train_13303,0
Train_13304,0
Train_13305,0
Train_13306,0
Train_13307,0
Train_13308,0
Train_13309,0
Train_13310,0
Train_13311,0
Train_13312,1
Train_13313,1
Train_13314,0
Train_13315,1
Train_13316,1
Train_13317,0
Train_13318,0
Train_13319,1
Train_13320,0
Train_13321,0
Train_13322,0
Train_13323,0
Train_13324,1
Train_13325,0
Train_13326,1
Train_13327,0
Train_13328,0
Train_13329,1
Train_13330,0
Train_13331,1
Train_13332,0
Train_13333,0
Train_13334,0
Train_13335,0
Train_13336,0
Train_13337,0
Train_13338,0
Train_13339,0
Train_13340,0
Train_13341,1
Train_13342,0
Train_13343,0
Train_13344,0
Train_13345,0
Train_13346,0
Train_13347,0
Train_13348,0
Train_13349,0
Train_13350,0
Train_13351,0
Train_13352,0
Train_13353,0
Train_13354,1
Train_13355,0
Train_13356,1
Train_13357,1
Train_13358,0
Train_13359,0
Train_13360,0
Train_13361,0
Train_13362,0
Train_13363,0
Train_13364,0
Train_13365,1
Train_13366,0
Train_13367,0
Train_13368,0
Train_13369,0
Train_13370,1
Train_13371,0
Train_13372,0
Train_13373,0
Train_13374,0
Train_13375,1
Train_13376,0
Train_13377,0
Train_13378,1
Train_13379,1
Train_13380,0
Train_13381,0
Train_13382,0
Train_13383,0
Train_13384,1
Train_13385,0
Train_13386,0
Train_13387,0
Train_13388,0
Train_13389,0
Train_13390,0
Train_13391,0
Train_13392,0
Train_13393,0
Train_13394,0
Train_13395,1
Train_13396,0
Train_13397,1
Train_13398,1
Train_13399,0
Train_13400,0
Train_13401,0
Train_13402,0
Train_13403,0
Train_13404,0
Train_13405,1
Train_13406,0
Train_13407,0
Train_13408,1
Train_13409,0
Train_13410,0
Train_13411,0
Train_13412,0
Train_13413,0
Train_13414,0
Train_13415,0
Train_13416,0
Train_13417,0
Train_13418,0
Train_13419,0
Train_13420,0
Train_13421,0
Train_13422,1
Train_13423,1
Train_13424,0
Train_13425,0
Train_13426,0
Train_13427,0
Train_13428,0
Train_13429,0
Train_13430,0
Train_13431,0
Train_13432,1
Train_13433,1
Train_13434,0
Train_13435,1
Train_13436,1
Train_13437,0
Train_13438,0
Train_13439,0
Train_13440,1
Train_13441,0
Train_13442,0
Train_13443,0
Train_13444,1
Train_13445,1
Train_13446,0
Train_13447,0
Train_13448,0
Train_13449,0
Train_13450,0
Train_13451,0
Train_13452,0
Train_13453,0
Train_13454,0
Train_13455,0
Train_13456,0
Train_13457,0
Train_13458,0
Train_13459,0
Train_13460,0
Train_13461,1
Train_13462,1
Train_13463,0
Train_13464,1
Train_13465,1
Train_13466,1
Train_13467,1
Train_13468,0
Train_13469,0
Train_13470,0
Train_13471,0
Train_13472,0
Train_13473,1
Train_13474,0
Train_13475,1
Train_13476,1
Train_13477,0
Train_13478,0
Train_13479,0
Train_13480,0
Train_13481,1
Train_13482,0
Train_13483,0
Train_13484,0
Train_13485,0
Train_13486,0
Train_13487,1
Train_13488,1
Train_13489,0
Train_13490,0
Train_13491,0
Train_13492,0
Train_13493,0
Train_13494,1
Train_13495,0
Train_13496,1
Train_13497,0
Train_13498,0
Train_13499,0
Train_13500,1
Train_13501,0
Train_13502,1
Train_13503,0
Train_13504,1
Train_13505,1
Train_13506,0
Train_13507,0
Train_13508,1
Train_13509,0
Train_13510,1
Train_13511,1
Train_13512,0
Train_13513,0
Train_13514,0
Train_13515,1
Train_13516,0
Train_13517,1
Train_13518,0
Train_13519,0
Train_13520,0
Train_13521,1
Train_13522,0
Train_13523,1
Train_13524,1
Train_13525,0
Train_13526,0
Train_13527,0
Train_13528,0
Train_13529,0
Train_13530,0
Train_13531,0
Train_13532,0
Train_13533,1
Train_13534,0
Train_13535,0
Train_13536,0
Train_13537,0
Train_13538,0
Train_13539,1
Train_13540,1
Train_13541,1
Train_13542,0
Train_13543,0
Train_13544,1
Train_13545,1
Train_13546,1
Train_13547,0
Train_13548,1
Train_13549,0
Train_13550,0
Train_13551,1
Train_13552,0
Train_13553,0
Train_13554,0
Train_13555,0
Train_13556,0
Train_13557,1
Train_13558,0
Train_13559,1
Train_13560,0
Train_13561,0
Train_13562,0
Train_13563,0
Train_13564,0
Train_13565,0
Train_13566,0
Train_13567,0
Train_13568,0
Train_13569,1
Train_13570,1
Train_13571,0
Train_13572,1
Train_13573,0
Train_13574,0
Train_13575,0
Train_13576,1
Train_13577,0
Train_13578,0
Train_13579,1
Train_13580,1
Train_13581,0
Train_13582,0
Train_13583,0
Train_13584,0
Train_13585,0
Train_13586,0
Train_13587,0
Train_13588,0
Train_13589,1
Train_13590,1
Train_13591,0
Train_13592,1
Train_13593,0
Train_13594,0
Train_13595,0
Train_13596,0
Train_13597,0
Train_13598,0
Train_13599,0
Train_13600,0
Train_13601,0
Train_13602,0
Train_13603,0
Train_13604,0
Train_13605,0
Train_13606,0
Train_13607,0
Train_13608,0
Train_13609,0
Train_13610,0
Train_13611,0
Train_13612,0
Train_13613,0
Train_13614,0
Train_13615,0
Train_13616,1
Train_13617,1
Train_13618,1
Train_13619,0
Train_13620,1
Train_13621,0
Train_13622,0
Train_13623,0
Train_13624,0
Train_13625,1
Train_13626,0
Train_13627,1
Train_13628,0
Train_13629,1
Train_13630,0
Train_13631,0
Train_13632,0
Train_13633,0
Train_13634,0
Train_13635,0
Train_13636,1
Train_13637,0
Train_13638,1
Train_13639,0
Train_13640,1
Train_13641,0
Train_13642,0
Train_13643,0
Train_13644,0
Train_13645,0
Train_13646,0
Train_13647,0
Train_13648,0
Train_13649,0
Train_13650,0
Train_13651,1
Train_13652,1
Train_13653,0
Train_13654,0
Train_13655,0
Train_13656,1
Train_13657,0
Train_13658,0
Train_13659,0
Train_13660,1
Train_13661,1
Train_13662,0
Train_13663,0
Train_13664,0
Train_13665,1
Train_13666,1
Train_13667,0
Train_13668,0
Train_13669,0
Train_13670,1
Train_13671,0
Train_13672,0
Train_13673,1
Train_13674,0
Train_13675,0
Train_13676,0
Train_13677,0
Train_13678,0
Train_13679,0
Train_13680,0
Train_13681,0
Train_13682,0
Train_13683,1
Train_13684,0
Train_13685,0
Train_13686,1
Train_13687,1
Train_13688,1
Train_13689,0
Train_13690,0
Train_13691,0
Train_13692,1
Train_13693,0
Train_13694,0
Train_13695,1
Train_13696,0
Train_13697,1
Train_13698,1
Train_13699,0
Train_13700,1
Train_13701,0
Train_13702,0
Train_13703,1
Train_13704,0
Train_13705,0
Train_13706,1
Train_13707,0
Train_13708,1
Train_13709,0
Train_13710,0
Train_13711,0
Train_13712,1
Train_13713,0
Train_13714,0
Train_13715,0
Train_13716,0
Train_13717,0
Train_13718,0
Train_13719,0
Train_13720,0
Train_13721,0
Train_13722,0
Train_13723,0
Train_13724,0
Train_13725,0
Train_13726,0
Train_13727,0
Train_13728,0
Train_13729,0
Train_13730,1
Train_13731,0
Train_13732,0
Train_13733,0
Train_13734,0
Train_13735,1
Train_13736,0
Train_13737,0
Train_13738,1
Train_13739,0
Train_13740,0
Train_13741,0
Train_13742,0
Train_13743,0
Train_13744,1
Train_13745,0
Train_13746,1
Train_13747,1
Train_13748,0
Train_13749,0
Train_13750,1
Train_13751,0
Train_13752,0
Train_13753,0
Train_13754,1
Train_13755,1
Train_13756,1
Train_13757,0
Train_13758,0
Train_13759,0
Train_13760,0
Train_13761,0
Train_13762,0
Train_13763,0
Train_13764,0
Train_13765,0
Train_13766,1
Train_13767,0
Train_13768,1
Train_13769,0
Train_13770,0
Train_13771,0
Train_13772,1
Train_13773,0
Train_13774,1
Train_13775,0
Train_13776,0
Train_13777,0
Train_13778,0
Train_13779,0
Train_13780,0
Train_13781,0
Train_13782,0
Train_13783,0
Train_13784,1
Train_13785,1
Train_13786,0
Train_13787,1
Train_13788,0
Train_13789,0
Train_13790,0
Train_13791,0
Train_13792,1
Train_13793,0
Train_13794,0
Train_13795,0
Train_13796,0
Train_13797,0
Train_13798,0
Train_13799,1
Train_13800,0
Train_13801,1
Train_13802,1
Train_13803,0
Train_13804,0
Train_13805,0
Train_13806,0
Train_13807,1
Train_13808,0
Train_13809,0
Train_13810,1
Train_13811,0
Train_13812,1
Train_13813,1
Train_13814,1
Train_13815,0
Train_13816,0
Train_13817,0
Train_13818,0
Train_13819,0
Train_13820,0
Train_13821,0
Train_13822,0
Train_13823,1
Train_13824,0
Train_13825,0
Train_13826,0
Train_13827,0
Train_13828,0
Train_13829,0
Train_13830,0
Train_13831,1
Train_13832,0
Train_13833,0
Train_13834,1
Train_13835,0
Train_13836,0
Train_13837,1
Train_13838,1
Train_13839,0
Train_13840,0
Train_13841,1
Train_13842,0
Train_13843,0
Train_13844,0
Train_13845,1
Train_13846,1
Train_13847,0
Train_13848,0
Train_13849,0
Train_13850,1
Train_13851,0
Train_13852,0
Train_13853,0
Train_13854,0
Train_13855,0
Train_13856,0
Train_13857,0
Train_13858,0
Train_13859,0
Train_13860,0
Train_13861,0
Train_13862,0
Train_13863,1
Train_13864,1
Train_13865,0
Train_13866,0
Train_13867,0
Train_13868,0
Train_13869,0
Train_13870,0
Train_13871,1
Train_13872,1
Train_13873,0
Train_13874,1
Train_13875,0
Train_13876,0
Train_13877,0
Train_13878,0
Train_13879,0
Train_13880,0
Train_13881,0
Train_13882,0
Train_13883,0
Train_13884,0
Train_13885,1
Train_13886,0
Train_13887,0
Train_13888,0
Train_13889,0
Train_13890,0
Train_13891,0
Train_13892,0
Train_13893,0
Train_13894,0
Train_13895,1
Train_13896,0
Train_13897,0
Train_13898,1
Train_13899,0
Train_13900,1
Train_13901,1
Train_13902,1
Train_13903,1
Train_13904,0
Train_13905,0
Train_13906,0
Train_13907,0
Train_13908,0
Train_13909,0
Train_13910,0
Train_13911,0
Train_13912,0
Train_13913,0
Train_13914,0
Train_13915,0
Train_13916,0
Train_13917,1
Train_13918,1
Train_13919,0
Train_13920,0
Train_13921,0
Train_13922,1
Train_13923,0
Train_13924,0
Train_13925,0
Train_13926,1
Train_13927,0
Train_13928,0
Train_13929,0
Train_13930,0
Train_13931,0
Train_13932,0
Train_13933,0
Train_13934,0
Train_13935,0
Train_13936,0
Train_13937,0
Train_13938,0
Train_13939,0
Train_13940,0
Train_13941,1
Train_13942,0
Train_13943,0
Train_13944,1
Train_13945,1
Train_13946,1
Train_13947,0
Train_13948,1
Train_13949,1
Train_13950,0
Train_13951,0
Train_13952,0
Train_13953,1
Train_13954,0
Train_13955,1
Train_13956,1
Train_13957,1
Train_13958,0
Train_13959,0
Train_13960,0
Train_13961,0
Train_13962,0
Train_13963,1
Train_13964,1
Train_13965,1
Train_13966,0
Train_13967,1
Train_13968,0
Train_13969,1
Train_13970,0
Train_13971,0
Train_13972,0
Train_13973,0
Train_13974,1
Train_13975,0
Train_13976,1
Train_13977,0
Train_13978,0
Train_13979,0
Train_13980,0
Train_13981,1
Train_13982,1
Train_13983,0
Train_13984,1
Train_13985,1
Train_13986,0
Train_13987,0
Train_13988,0
Train_13989,0
Train_13990,1
Train_13991,0
Train_13992,1
Train_13993,0
Train_13994,0
Train_13995,0
Train_13996,0
Train_13997,1
Train_13998,0
Train_13999,1
Train_14000,0
Train_14001,1
Train_14002,1
Train_14003,0
Train_14004,0
Train_14005,0
Train_14006,0
Train_14007,0
Train_14008,1
Train_14009,0
Train_14010,0
Train_14011,0
Train_14012,0
Train_14013,0
Train_14014,0
Train_14015,0
Train_14016,0
Train_14017,1
Train_14018,0
Train_14019,0
Train_14020,0
Train_14021,0
Train_14022,0
Train_14023,0
Train_14024,1
Train_14025,0
Train_14026,0
Train_14027,0
Train_14028,1
Train_14029,0
Train_14030,0
Train_14031,1
Train_14032,0
Train_14033,1
Train_14034,0
Train_14035,1
Train_14036,0
Train_14037,0
Train_14038,1
Train_14039,0
Train_14040,0
Train_14041,0
Train_14042,0
Train_14043,0
Train_14044,0
Train_14045,0
Train_14046,0
Train_14047,1
Train_14048,0
Train_14049,1
Train_14050,0
Train_14051,0
Train_14052,0
Train_14053,0
Train_14054,0
Train_14055,0
Train_14056,0
Train_14057,1
Train_14058,0
Train_14059,0
Train_14060,0
Train_14061,1
Train_14062,0
Train_14063,1
Train_14064,0
Train_14065,0
Train_14066,0
Train_14067,1
Train_14068,1
Train_14069,0
Train_14070,1
Train_14071,0
Train_14072,0
Train_14073,0
Train_14074,0
Train_14075,1
Train_14076,0
Train_14077,0
Train_14078,0
Train_14079,1
Train_14080,0
Train_14081,0
Train_14082,0
Train_14083,0
Train_14084,1
Train_14085,0
Train_14086,0
Train_14087,0
Train_14088,0
Train_14089,0
Train_14090,0
Train_14091,0
Train_14092,0
Train_14093,1
Train_14094,1
Train_14095,1
Train_14096,1
Train_14097,0
Train_14098,0
Train_14099,1
Train_14100,0
Train_14101,0
Train_14102,1
Train_14103,0
Train_14104,0
Train_14105,1
Train_14106,0
Train_14107,1
Train_14108,0
Train_14109,0
Train_14110,0
Train_14111,0
Train_14112,0
Train_14113,0
Train_14114,0
Train_14115,0
Train_14116,0
Train_14117,1
Train_14118,0
Train_14119,0
Train_14120,1
Train_14121,1
Train_14122,0
Train_14123,0
Train_14124,0
Train_14125,0
Train_14126,0
Train_14127,0
Train_14128,1
Train_14129,0
Train_14130,0
Train_14131,0
Train_14132,0
Train_14133,1
Train_14134,0
Train_14135,0
Train_14136,0
Train_14137,1
Train_14138,0
Train_14139,1
Train_14140,0
Train_14141,0
Train_14142,0
Train_14143,0
Train_14144,0
Train_14145,1
Train_14146,0
Train_14147,0
Train_14148,0
Train_14149,0
Train_14150,1
Train_14151,0
Train_14152,0
Train_14153,0
Train_14154,0
Train_14155,0
Train_14156,0
Train_14157,1
Train_14158,0
Train_14159,0
Train_14160,1
Train_14161,0
Train_14162,0
Train_14163,0
Train_14164,0
Train_14165,0
Train_14166,0
Train_14167,0
Train_14168,0
Train_14169,0
Train_14170,0
Train_14171,1
Train_14172,1
Train_14173,1
Train_14174,0
Train_14175,1
Train_14176,0
Train_14177,0
Train_14178,0
Train_14179,1
Train_14180,0
Train_14181,1
Train_14182,0
Train_14183,1
Train_14184,0
Train_14185,0
Train_14186,1
Train_14187,0
Train_14188,0
Train_14189,0
Train_14190,0
Train_14191,0
Train_14192,0
Train_14193,0
Train_14194,1
Train_14195,0
Train_14196,1
Train_14197,0
Train_14198,0
Train_14199,1
Train_14200,0
Train_14201,0
Train_14202,1
Train_14203,0
Train_14204,0
Train_14205,0
Train_14206,0
Train_14207,1
Train_14208,0
Train_14209,0
Train_14210,0
Train_14211,0
Train_14212,1
Train_14213,0
Train_14214,1
Train_14215,0
Train_14216,0
Train_14217,0
Train_14218,0
Train_14219,0
Train_14220,0
Train_14221,0
Train_14222,0
Train_14223,0
Train_14224,0
Train_14225,0
Train_14226,0
Train_14227,1
Train_14228,1
Train_14229,1
Train_14230,0
Train_14231,0
Train_14232,0
Train_14233,1
Train_14234,0
Train_14235,0
Train_14236,1
Train_14237,1
Train_14238,0
Train_14239,0
Train_14240,0
Train_14241,0
Train_14242,0
Train_14243,0
Train_14244,0
Train_14245,1
Train_14246,1
Train_14247,1
Train_14248,0
Train_14249,0
Train_14250,0
Train_14251,1
Train_14252,0
Train_14253,0
Train_14254,0
Train_14255,1
Train_14256,0
Train_14257,0
Train_14258,1
Train_14259,0
Train_14260,0
Train_14261,0
Train_14262,0
Train_14263,0
Train_14264,0
Train_14265,1
Train_14266,0
Train_14267,0
Train_14268,0
Train_14269,1
Train_14270,0
Train_14271,1
Train_14272,1
Train_14273,0
Train_14274,0
Train_14275,0
Train_14276,0
Train_14277,0
Train_14278,0
Train_14279,0
Train_14280,0
Train_14281,0
Train_14282,0
Train_14283,0
Train_14284,0
Train_14285,0
Train_14286,1
Train_14287,0
Train_14288,0
Train_14289,0
Train_14290,0
Train_14291,0
Train_14292,1
Train_14293,0
Train_14294,1
Train_14295,1
Train_14296,0
Train_14297,0
Train_14298,0
Train_14299,0
Train_14300,1
Train_14301,0
Train_14302,0
Train_14303,0
Train_14304,0
Train_14305,0
Train_14306,1
Train_14307,0
Train_14308,1
Train_14309,1
Train_14310,0
Train_14311,1
Train_14312,0
Train_14313,0
Train_14314,0
Train_14315,0
Train_14316,0
Train_14317,0
Train_14318,0
Train_14319,1
Train_14320,0
Train_14321,0
Train_14322,1
Train_14323,1
Train_14324,0
Train_14325,0
Train_14326,0
Train_14327,0
Train_14328,0
Train_14329,0
Train_14330,1
Train_14331,0
Train_14332,0
Train_14333,0
Train_14334,0
Train_14335,0
Train_14336,1
Train_14337,1
Train_14338,1
Train_14339,1
Train_14340,0
Train_14341,1
Train_14342,0
Train_14343,0
Train_14344,0
Train_14345,0
Train_14346,0
Train_14347,1
Train_14348,0
Train_14349,0
Train_14350,0
Train_14351,0
Train_14352,1
Train_14353,0
Train_14354,0
Train_14355,0
Train_14356,1
Train_14357,1
Train_14358,1
Train_14359,1
Train_14360,0
Train_14361,0
Train_14362,0
Train_14363,0
Train_14364,1
Train_14365,0
Train_14366,0
Train_14367,0
Train_14368,1
Train_14369,1
Train_14370,1
Train_14371,1
Train_14372,1
Train_14373,1
Train_14374,0
Train_14375,0
Train_14376,0
Train_14377,0
Train_14378,1
Train_14379,0
Train_14380,0
Train_14381,0
Train_14382,1
Train_14383,0
Train_14384,1
Train_14385,0
Train_14386,0
Train_14387,1
Train_14388,0
Train_14389,1
Train_14390,0
Train_14391,0
Train_14392,0
Train_14393,0
Train_14394,0
Train_14395,0
Train_14396,1
Train_14397,0
Train_14398,0
Train_14399,0
Train_14400,0
Train_14401,1
Train_14402,1
Train_14403,1
Train_14404,0
Train_14405,1
Train_14406,1
Train_14407,0
Train_14408,0
Train_14409,0
Train_14410,0
Train_14411,0
Train_14412,1
Train_14413,1
Train_14414,1
Train_14415,1
Train_14416,0
Train_14417,1
Train_14418,0
Train_14419,0
Train_14420,0
Train_14421,0
Train_14422,0
Train_14423,0
Train_14424,0
Train_14425,0
Train_14426,1
Train_14427,0
Train_14428,0
Train_14429,1
Train_14430,0
Train_14431,1
Train_14432,0
Train_14433,0
Train_14434,0
Train_14435,0
Train_14436,0
Train_14437,0
Train_14438,1
Train_14439,0
Train_14440,0
Train_14441,1
Train_14442,0
Train_14443,0
Train_14444,1
Train_14445,1
Train_14446,0
Train_14447,0
Train_14448,1
Train_14449,0
Train_14450,0
Train_14451,0
Train_14452,0
Train_14453,1
Train_14454,1
Train_14455,0
Train_14456,0
Train_14457,0
Train_14458,0
Train_14459,0
Train_14460,0
Train_14461,0
Train_14462,0
Train_14463,1
Train_14464,0
Train_14465,1
Train_14466,1
Train_14467,1
Train_14468,1
Train_14469,0
Train_14470,0
Train_14471,1
Train_14472,0
Train_14473,1
Train_14474,1
Train_14475,0
Train_14476,0
Train_14477,1
Train_14478,0
Train_14479,0
Train_14480,0
Train_14481,0
Train_14482,0
Train_14483,0
Train_14484,1
Train_14485,1
Train_14486,0
Train_14487,0
Train_14488,0
Train_14489,0
